item_id,fable,correct_idx,correct_answer,level,thinking,run,response,thinking_content,extracted_answer,correct,confidence,confidence_category,response_length,reasoning_markers,uncertainty_markers,input_tokens,output_tokens,timestamp,benchmark
morables_428,"A Lark, caught in a snare, pleaded earnestly with the Fowler for her life. 'What have I done that I must die?' said she; 'I have stolen neither gold nor silver, but only a grain of corn to satisfy my ",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,254,18,2026-01-22T23:27:54.372544,morables
morables_82,"Be quiet now, said an old Nurse to a child sitting on her lap. If you make that noise again I will throw you to the Wolf. Now it chanced that a Wolf was passing close under the window as this was said",0,A,0,False,0,"<answer>D</answer>
<confidence>85</confidence>",,D,False,85,very_high,2,0,0,329,18,2026-01-22T23:27:59.314024,morables
morables_186,"A bald man was bitten on the head by a fly and when he tried to swat the fly he gave himself a serious slap on the head. Then the fly laughed at the man and said, 'You wanted to avenge the sting of a ",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,312,18,2026-01-22T23:28:02.745998,morables
morables_60,"A quarrel had arisen between the Horse and the Stag, so the Horse came to a Hunter to ask his help to take revenge on the Stag. The Hunter agreed, but said: 'If you desire to conquer the Stag, you mus",0,A,0,False,0,"<answer>A</answer>, <answer>E</answer>
<confidence>85</confidence>",,A,True,85,very_high,3,0,0,377,25,2026-01-22T23:28:06.420913,morables
morables_239,"The cat saw a stork carrying an eel. Now, the cat is a creature who dearly loves fish although he doesn't like to get his feet wet. So the cat said to the stork, 'O most beautiful bird! You have such ",0,A,0,False,0,"<answer>E</answer>
<confidence>95</confidence>",,E,False,95,very_high,2,0,0,384,18,2026-01-22T23:28:10.322798,morables
morables_306,"A dog was sleeping in front of the barn when a wolf noticed him lying there. The wolf was ready to devour the dog, but the dog begged the wolf to let him go for the time being. 'At the moment I am thi",0,A,0,False,0,"<answer>D</answer>
<confidence>85</confidence>",,D,False,85,very_high,2,0,0,325,18,2026-01-22T23:28:13.692765,morables
morables_222,"A gnat happened to land on the back of a camel and lingered there on top of the baggage. When he finally decided to disembark, he said, 'I will let myself down now as fast as I can so as not to burden",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,272,18,2026-01-22T23:28:16.994396,morables
morables_630,"A fox was walking by a certain farm and saw a crowd of women who, in total silence, were eating many sumptuously roasted chickens. The fox turned to the women and said, 'What shouts there would be aga",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,276,18,2026-01-22T23:28:20.823778,morables
morables_245,"A viper entered a blacksmith's workshop and bit the file, testing it to see if this was something she could eat. The file protested fiercely, 'You fool! Why are you trying to wound me with your teeth,",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,223,18,2026-01-22T23:28:27.485240,morables
morables_75,"A Man and a Lion traveled together through the forest. They soon began to boast of their respective superiority to each other in strength and prowess. As they were disputing, they passed a statue carv",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,278,18,2026-01-22T23:28:29.167565,morables
morables_267,"The peacock was a remarkable bird both because of the beauty of his feathers with their various colours and also because he was gentle and courteous. On his way to the assembly of the birds, the peaco",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,375,18,2026-01-22T23:28:32.259248,morables
morables_580,"A gnat came and said to a Lion, 'I do not in the least fear you, nor are you stronger than I am. For in what does your strength consist? You can scratch with your claws and bite with your teeth as a w",0,A,0,False,0,"<answer>C</answer>
<confidence>92</confidence>",,C,False,92,very_high,2,0,0,403,18,2026-01-22T23:28:37.276252,morables
morables_361,"Some fishermen had gone out fishing, and when they had struggled for a long time but had not managed to catch anything, they became very downcast and prepared to turn back. All of a sudden a tuna fish",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,245,18,2026-01-22T23:28:40.520188,morables
morables_492,"A poor Man, who longed to get rich, used to pray day and night for wealth, to a Wooden Idol which he had in his house. Not withstanding all his prayers, instead of becoming richer, he got poorer. Out ",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,307,18,2026-01-22T23:28:43.594169,morables
morables_225,"When a gnat had challenged a bull to see who was the stronger of the two, all the people came to watch the show. Then the little gnat said to the bull, 'It's enough for me that you have accepted my ch",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,289,18,2026-01-22T23:28:47.606221,morables
morables_651,"There was a bob-tailed dog advertised in a newspaper, and someone who recognized him by his markings brought him back to his owner. The owner began to question the dog, asking how he could be so ungra",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,301,18,2026-01-22T23:28:50.697962,morables
morables_541,"Some castrated sheep had been gathered together in a flock with the rams. Although the sheep realized that the butcher had come into the flock, they pretended not to see him. Even when they saw one of",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,380,18,2026-01-22T23:28:54.438032,morables
morables_131,"There was a hooligan who struck Aesop with a stone. Aesop said, 'Well done!' and he even gave the boy a coin. Then he added, 'Confound it, that's all the cash I've got, but I'll show you more where th",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,299,18,2026-01-22T23:28:58.437783,morables
morables_584,"Winter made fun of Spring and mocked her for the fact that as soon as spring appears, nobody can keep still: some people go off to the meadows or into the woods, others like to gather flowers and lili",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,392,18,2026-01-22T23:29:01.542885,morables
morables_655,"A Soldier who already had one excellent horse bought another that was not nearly as good, yet he took more care of the new one than the first. Everyone wondered at this, since the new horse was neithe",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,242,18,2026-01-22T23:29:05.213135,morables
morables_423,"A seagull having bolted down too large a fish, burst its deep gullet-bag and lay down on the shore to die. A Kite saw him and exclaimed: 'You richly deserve your fate; for a bird of the air has no bus",0,A,0,False,0,"<answer>A</answer>
<confidence>75</confidence>",,A,True,75,high,2,0,0,225,18,2026-01-22T23:29:11.185991,morables
morables_145,"There were once some foxes who had gathered together on the banks of the River Meander looking for a drink of water. They urged one another to approach the river, but no one dared to get too close bec",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,366,18,2026-01-22T23:29:14.726791,morables
morables_251,"When the lion made himself king of the beasts, he wanted to be known for his fairness, so he gave up his old habits and contented himself with a limited diet just as the other animals did, committed t",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,520,18,2026-01-22T23:29:18.419898,morables
morables_579,"A man bought a partridge and let him run loose in the house since he liked the bird very much. The partridge immediately started squawking his usual song, sauntering through every room in the house un",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,329,18,2026-01-22T23:29:24.630449,morables
morables_39,"A fox climbing up over a fence was about to slip and fall, so she reached out and grabbed hold of a bramble bush but the brambles scratched the soft padding of the fox's paws. Stung by the sharp pain,",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,283,18,2026-01-22T23:29:30.038451,morables
morables_246,"A charcoal burner who lived in a certain house decided it would be a good idea to live together with a fuller who had moved in next door. But the fuller told him, 'How on earth would I be able to carr",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,210,18,2026-01-22T23:29:32.867364,morables
morables_446,"A robber had murdered someone along the road. When the bystanders began to chase him, he dropped the bloody corpse and ran away. Some travellers coming from the opposite direction asked the man how he",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,316,18,2026-01-22T23:29:36.443228,morables
morables_430,Some field-mice were playing in the woods where a lion was sleeping when one of the mice accidentally ran over the lion. The lion woke up and immediately grabbed the wretched little mouse with his paw,0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,371,18,2026-01-22T23:29:40.010266,morables
morables_56,"The Pigeons, terrified by the appearance of a Kite, called upon the Hawk to defend them. He at once consented. When they had admitted him into the cote, they found that he made more havoc and slew a l",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,239,18,2026-01-22T23:29:42.898367,morables
morables_394,"When Zeus had fashioned man and woman, he ordered Hermes to take them to Gaia, the Earth, and to show them how to obtain food by digging in the ground. At first, the Earth refused to cooperate in Herm",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,252,18,2026-01-22T23:29:46.068667,morables
morables_232,"A dog went into a butcher's shop and stole the heart of some animal. The butcher turned around and said to him, 'You haven't stolen my heart; indeed, I have taken heart from this lesson! So if you eve",0,A,0,False,0,"<answer>A</answer>
<confidence>72</confidence>",,A,True,72,high,2,0,0,220,18,2026-01-22T23:29:49.535168,morables
morables_498,"There was a bullock who had been turned loose in the fields without ever having borne the burden of the yoke. When he saw a hard-working bull who was pulling a plow, the bullock said to him, 'You poor",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,379,18,2026-01-22T23:29:53.710816,morables
morables_174,It is common to take Maltese dogs and pet monkeys on long sea voyages in order to relieve the boredom of the passage. A man who was planning to make such a voyage had brought his monkey along with him,0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,423,18,2026-01-22T23:29:57.601391,morables
morables_25,"A Certain House was overrun with Mice. A Cat, discovering this, made her way into it and began to catch and eat them one by one. Fearing for their lives, the Mice kept themselves close in their holes.",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,299,18,2026-01-22T23:30:00.407608,morables
morables_103,"A Traveler wearied from a long journey lay down, overcome with fatigue, on the very brink of a deep well. Just as he was about to fall into the water, Dame Fortune, it is said, appeared to him and wak",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,278,18,2026-01-22T23:30:02.772319,morables
morables_168,"When a man had made an axe, he asked the trees to give him a handle made of the hardest wood. The other trees selected the wood of the wild olive. The man took the handle and fitted it to his axe. The",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,279,18,2026-01-22T23:30:05.217931,morables
morables_527,"The crab's mother said to him, 'My son, why do you walk in a crooked line when you should be walking straight ahead?' The crab said to her, 'O mother, lead the way, and I will try to walk accordingly.",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,235,18,2026-01-22T23:30:08.802308,morables
morables_383,A wolf had assembled an immense store of booty in his den so that he could feast on all sorts of delicacies for months into the future. When the fox found out about this she paid a visit to the wolf a,0,A,0,False,0,"<answer>B</answer>
<confidence>75</confidence>",,B,False,75,high,2,0,0,442,18,2026-01-22T23:30:12.863307,morables
morables_91,An Eagle swooped down upon a Serpent and seized it in his talons with the intention of carrying it off and devouring it. But the Serpent was too quick for him and had its coils round him in a moment; ,0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,321,18,2026-01-22T23:30:16.277041,morables
morables_29,"A Rich Man gave a great feast, to which he invited many friends and acquaintances. His Dog availed himself of the occasion to invite a stranger Dog, a friend of his, saying, My master gives a feast, a",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,409,18,2026-01-22T23:30:20.211037,morables
morables_707,"There was a certain miserly man who was dying and about to part with his enormous heap of money, ill-gotten as it was. He ordered that the bag of coins be brought to him as he was dying and then asked",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,295,18,2026-01-22T23:30:23.212646,morables
morables_252,A city mouse once happened to pay a visit to the house of a country mouse where he was served a humble meal of acorns. The city mouse finished his business in the country and by means of insistent inv,0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,448,18,2026-01-22T23:30:26.768606,morables
morables_200,"There was a beetle who came forth fully sated from his dung heap and saw an eagle flying high up in the air, crossing a great stretch of the sky in a brief stretch of time. The beetle then felt contem",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,472,18,2026-01-22T23:30:31.786752,morables
morables_258,"There was a certain greedy coward who found a lion of gold and said, 'I do not know how to act in such circumstances. This is driving me crazy! I can't decide what to do: my love of money and my innat",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,379,18,2026-01-22T23:30:35.835931,morables
morables_615,"At one time, it seemed to all the beasts that they should hold a meeting and assembly, as there were frequent complaints among them about one another. When opinions were exchanged back and forth, the ",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,288,18,2026-01-22T23:30:39.115570,morables
morables_429,There were two men travelling together: one was a liar and the other always told the truth. Their journey led them to the land of the monkeys. There was a whole crowd of monkeys there and one of them ,0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,544,18,2026-01-22T23:30:42.596876,morables
morables_495,"A man was in love with an ugly, wicked slave-woman from his own household and was quick to give her whatever she asked for. This slave-woman, bedecked with gold and trailing a delicate purple robe aro",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,338,18,2026-01-22T23:30:46.076684,morables
morables_134,A father had an unmanageable son who indulged his vicious adolescent temper by brutally whipping the slaves whenever his father wasn't looking. Aesop therefore shared this little story with the father,0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,346,18,2026-01-22T23:30:49.743500,morables
morables_170,"A wealthy Athenian was making a sea voyage with some companions. A terrible storm blew up and the ship capsized. All the other passengers started to swim, but the Athenian kept praying to Athena, maki",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,238,18,2026-01-22T23:30:53.352396,morables
morables_607,"A Frog and a Mouse, who had long been rivals for the sovereignty of a certain marsh, and had many a skirmish and running fight together, agreed one day to settle the matter, once for all, by a fair an",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,281,18,2026-01-22T23:30:58.370410,morables
morables_577,"A woman who had two daughters buried one of them, and mourners were provided to attend the funeral. The surviving daughter wondered to see strangers so much concerned at the loss of her sister, and he",0,A,0,False,0,"<answer>D</answer>
<confidence>85</confidence>",,D,False,85,very_high,2,0,0,263,18,2026-01-22T23:31:01.744635,morables
morables_601,"A wayfaring man, traveling in the desert, met a woman standing alone and terribly dejected. He inquired of her, 'Who art thou?' 'My name is Truth,' she replied. 'And for what cause,' he asked, 'have y",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,283,18,2026-01-22T23:31:05.305897,morables
morables_575,"A donkey and an ox had been yoked together to pull a single load. The ox was making a great effort, even though he had an injury to his horn, while the donkey was doing nothing to help. As the ox stru",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,335,18,2026-01-22T23:31:10.756459,morables
morables_471,"Man was made in such a hurry (according to the old fable) that Jupiter had forgotten to put modesty into the composition, among his other affections; and finding that there was no way of introducing i",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,280,18,2026-01-22T23:31:14.040328,morables
morables_380,"A fox and a monkey were travelling along the same road. They passed through a cemetery, and the monkey said to the fox, 'All these dead people were the freedmen of my ancestors.' The fox then said to ",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,255,18,2026-01-22T23:31:17.334501,morables
morables_34,"One Winter a Farmer found a Snake stiff and frozen with cold. He had compassion on it, and taking it up, placed it in his bosom. The Snake was quickly revived by the warmth, and resuming its natural i",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,260,18,2026-01-22T23:31:20.807991,morables
morables_209,"There was a dog living in the house of some blacksmiths. When the blacksmiths were working, the dog would go to sleep, but when they sat down to a meal he would wake up and approach his masters in a f",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,272,18,2026-01-22T23:31:23.875855,morables
morables_420,"One day the lion pretended to be sick and went limping up to the unicorn, his chief enemy. He greeted the unicorn and said to him, 'Let us put aside all that we have done in the past, because I am no ",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,529,18,2026-01-22T23:31:25.630280,morables
morables_691,"There was a Master-Pike, who for his size, beauty, and strength, was seen as the Prince of the River. But being the ruler of the freshwater wasn't enough for him; he wanted to rule the sea too. With t",0,A,0,False,0,"<answer>A</answer>
<confidence>92</confidence>",,A,True,92,very_high,2,0,0,262,18,2026-01-22T23:31:28.164014,morables
morables_469,Two soldiers happened to fall into the clutches of a robber: one of the soldiers ran away while the other stood his ground and defended himself with all the strength he could muster. As soon as the ro,0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,354,18,2026-01-22T23:31:31.729311,morables
morables_659,Practically all the birds were invited to the Eagle's wedding. They resented the fact that the Hoopoe had been given a higher seat of honor than the other birds because the Hoopoe was notable for its ,0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,247,18,2026-01-22T23:31:35.435026,morables
morables_405,"A hen came across the eggs of a snake and devoted herself to them, settling atop the eggs and brooding on them. A swallow saw what the hen was doing and said, 'O you stupid, senseless creature! They w",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,240,18,2026-01-22T23:31:39.121471,morables
morables_419,"A man caught a jackdaw and tied the bird's foot with a piece of string so that he could give the bird to his children as a present. The jackdaw, however, could not stand to live in human society, so w",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,296,18,2026-01-22T23:31:45.651841,morables
morables_639,"Once, a terrible storm blew at sea, and one sailor noticed that the rest of his companions were each praying to different saints. 'Be careful, my friends,' he said, 'what if we all drown before the me",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,233,18,2026-01-22T23:31:48.475742,morables
morables_444,"A snake and a weasel were fighting with one another inside a house. The mice who lived in the house were always being hunted down by either the snake or the weasel, so when they saw the snake and the ",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,257,18,2026-01-22T23:31:52.231536,morables
morables_658,"A Goldfinch escaped from his Master's Cage, and the Master tried to get him back, but the bird refused to return. 'Well!' said the Boy, 'you'll regret it, because you'll never be as well cared for any",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,238,18,2026-01-22T23:31:55.565314,morables
morables_638,"A donkey was complaining that he lacked horns, while a monkey was complaining that she lacked a tail. The mole said to them, 'Silence your complaining, since you can see that I am deprived of eyes.'",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,233,18,2026-01-22T23:31:58.595788,morables
morables_42,"A Fox invited a Crane to supper and provided nothing for his entertainment but some soup made of pulse, which was poured out into a broad flat stone dish. The soup fell out of the long bill of the Cra",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,294,18,2026-01-22T23:32:01.919446,morables
morables_72,"A Man had a Wife who made herself hated by all the members of his household. Wishing to find out if she had the same effect on the persons in her father's house, he made some excuse to send her home o",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,295,18,2026-01-22T23:32:05.544630,morables
morables_693,"The coachman, hearing one of the wheels of his coach creak, was surprised; but more especially when he perceived that it was the worst wheel of the whole set, and which he thought had but little prete",0,A,0,False,0,"<answer>A</answer>
<confidence>75</confidence>",,A,True,75,high,2,0,0,200,18,2026-01-22T23:32:08.878126,morables
morables_612,"There was a woman of Sybaris who broke a jar. The jar then got someone to testify as a witness, but the woman of Sybaris said, 'I swear by the Maiden, you would have been far wiser if you'd gone right",0,A,0,False,0,"<answer>A</answer>
<confidence>75</confidence>",,A,True,75,high,2,0,0,226,18,2026-01-22T23:32:14.657541,morables
morables_506,"The dolphins and Whales waged a fierce war with each other. When the battle was at its height, a Sprat lifted its head out of the waves and said that he would reconcile their differences if they would",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,227,18,2026-01-22T23:32:17.242411,morables
morables_74,"A Man and a Satyr once drank together in token of a bond of alliance being formed between them. One very cold wintry day, as they talked, the Man put his fingers to his mouth and blew on them. When th",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,340,18,2026-01-22T23:32:21.006600,morables
morables_173,"Socrates had erected for himself a very modest house - and I myself would even be willing to die as Socrates died if I could achieve an equal fame, yes, I would be willing to suffer the same public di",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,271,18,2026-01-22T23:32:25.029049,morables
morables_122,"The lion often found fault with the way he had been designed by Prometheus. Admittedly, Prometheus had made the lion very large and handsome, supplying him with sharp fangs in his jaw and arming him w",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,484,18,2026-01-22T23:32:30.252943,morables
morables_169,"The crow was making a sacrifice to Athena and invited a dog to the feast. The dog said to her, 'Why do you foolishly squander these sacrifices? The goddess clearly hates you so much that she has taken",0,A,0,False,0,"<answer>A</answer>
<confidence>92</confidence>",,A,True,92,very_high,2,0,0,240,18,2026-01-22T23:32:33.002359,morables
morables_418,"They say that the hyena has a double nature: for a period of time the hyena is male, and then later on she is female. The story goes that when a male hyena was treating a female badly, she said to him",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,247,18,2026-01-22T23:32:36.773424,morables
morables_227,"A lion was wandering on the seashore when he saw a dolphin stick his head out of the water. The lion invited the dolphin to become his ally, explaining that they were perfectly suited to befriend and ",0,A,0,False,0,"<answer>A</answer>
<confidence>92</confidence>",,A,True,92,very_high,2,0,0,348,18,2026-01-22T23:32:40.156352,morables
morables_248,"A cicada was singing on top of a tall tree. The fox wanted to eat the cicada, so she came up with a trick. She stood in front of the tree and marvelled at the cicada's beautiful song. The fox then ask",0,A,0,False,0,"<answer>A</answer>
<confidence>85</confidence>",,A,True,85,very_high,2,0,0,334,18,2026-01-22T23:32:43.809735,morables
morables_422,"The Goat, going abroad to feed, shut up her young Kid at borne, charging him to bolt the door fast, and open it to nobody, till she herself should return. The Wolf, who lay lurking just by, heard this",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,297,18,2026-01-22T23:32:52.405814,morables
morables_157,"A creeping snake who had been stepped on by many people made his way to the temple of Apollo and went inside. Apollo immediately explained to the snake, 'If you had simply killed the first person who ",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,232,18,2026-01-22T23:32:56.615762,morables
morables_230,"A lion was standing over a young bull whom he had killed when a robber showed up and demanded a part of the spoils. 'I would agree,' the lion said, 'if you were not already in the habit of taking what",0,A,0,False,0,"<answer>A</answer>
<confidence>92</confidence>",,A,True,92,very_high,2,0,0,341,18,2026-01-22T23:33:00.244175,morables
morables_411,"A man kept a hero shrine in his house and made expensive sacrifices to it. Since he was constantly paying out money and spending great sums on the offerings, the god came to him one night and said: 'L",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,240,18,2026-01-22T23:33:02.899005,morables
morables_477,"A stag had grown thirsty and went to a spring in order to drink some water. When he saw the reflection of his body in the water, he disparaged the slenderness of his legs but revelled in the shape and",0,A,0,False,0,"<answer>A</answer>
<confidence>92</confidence>",,A,True,92,very_high,2,0,0,358,18,2026-01-22T23:33:06.576164,morables
morables_561,"A Beetle once begged the Eagle to spare a Hare which had run to her for protection. But the Eagle pounced upon her prey, the sweep of her great wings tumbling the Beetle a dozen feet away. Furious at ",0,A,0,False,0,"<answer>A</answer>
<confidence>95</confidence>",,A,True,95,very_high,2,0,0,409,18,2026-01-22T23:33:12.103849,morables
