item_id,fable,correct_idx,correct_answer,prompt_level,thinking_level,model,run,response,thinking_content,extracted_answer,correct,confidence,confidence_category,response_length,reasoning_markers,uncertainty_markers,input_tokens,output_tokens,timestamp,benchmark
morables_60,"A quarrel had arisen between the Horse and the Stag, so the Horse came to a Hunter to ask his help to take revenge on the Stag. The Hunter agreed, but said: 'If you desire to conquer the Stag, you mus",0,A,0,minimal,gemini-3-flash,0,"<answer>B</answer>
<confidence>100</confidence>",,B,False,100.0,very_high,2,0,0,339,17,2026-02-04T04:14:11.600068,gemini_morables
morables_239,"The cat saw a stork carrying an eel. Now, the cat is a creature who dearly loves fish although he doesn't like to get his feet wet. So the cat said to the stork, 'O most beautiful bird! You have such ",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>5</confidence>",,A,True,5.0,very_low,2,0,0,347,15,2026-02-04T04:14:27.358940,gemini_morables
morables_306,"A dog was sleeping in front of the barn when a wolf noticed him lying there. The wolf was ready to devour the dog, but the dog begged the wolf to let him go for the time being. 'At the moment I am thi",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,303,17,2026-02-04T04:14:37.526643,gemini_morables
morables_222,"A gnat happened to land on the back of a camel and lingered there on top of the baggage. When he finally decided to disembark, he said, 'I will let myself down now as fast as I can so as not to burden",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,238,17,2026-02-04T04:14:58.596879,gemini_morables
morables_630,"A fox was walking by a certain farm and saw a crowd of women who, in total silence, were eating many sumptuously roasted chickens. The fox turned to the women and said, 'What shouts there would be aga",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,248,17,2026-02-04T04:15:06.120942,gemini_morables
morables_245,"A viper entered a blacksmith's workshop and bit the file, testing it to see if this was something she could eat. The file protested fiercely, 'You fool! Why are you trying to wound me with your teeth,",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,193,17,2026-02-04T04:16:12.192034,gemini_morables
morables_75,"A Man and a Lion traveled together through the forest. They soon began to boast of their respective superiority to each other in strength and prowess. As they were disputing, they passed a statue carv",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,252,17,2026-02-04T04:16:13.322200,gemini_morables
morables_267,"The peacock was a remarkable bird both because of the beauty of his feathers with their various colours and also because he was gentle and courteous. On his way to the assembly of the birds, the peaco",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,327,17,2026-02-04T04:16:15.512371,gemini_morables
morables_580,"A gnat came and said to a Lion, 'I do not in the least fear you, nor are you stronger than I am. For in what does your strength consist? You can scratch with your claws and bite with your teeth as a w",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,360,17,2026-02-04T04:16:17.320751,gemini_morables
morables_361,"Some fishermen had gone out fishing, and when they had struggled for a long time but had not managed to catch anything, they became very downcast and prepared to turn back. All of a sudden a tuna fish",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,222,17,2026-02-04T04:16:29.615459,gemini_morables
morables_492,"A poor Man, who longed to get rich, used to pray day and night for wealth, to a Wooden Idol which he had in his house. Not withstanding all his prayers, instead of becoming richer, he got poorer. Out ",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,273,17,2026-02-04T04:16:44.509700,gemini_morables
morables_225,"When a gnat had challenged a bull to see who was the stronger of the two, all the people came to watch the show. Then the little gnat said to the bull, 'It's enough for me that you have accepted my ch",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,263,17,2026-02-04T04:16:53.124979,gemini_morables
morables_651,"There was a bob-tailed dog advertised in a newspaper, and someone who recognized him by his markings brought him back to his owner. The owner began to question the dog, asking how he could be so ungra",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,273,17,2026-02-04T04:17:02.992146,gemini_morables
morables_541,"Some castrated sheep had been gathered together in a flock with the rams. Although the sheep realized that the butcher had come into the flock, they pretended not to see him. Even when they saw one of",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,349,17,2026-02-04T04:17:09.022198,gemini_morables
morables_131,"There was a hooligan who struck Aesop with a stone. Aesop said, 'Well done!' and he even gave the boy a coin. Then he added, 'Confound it, that's all the cash I've got, but I'll show you more where th",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,265,17,2026-02-04T04:17:11.328789,gemini_morables
morables_584,"Winter made fun of Spring and mocked her for the fact that as soon as spring appears, nobody can keep still: some people go off to the meadows or into the woods, others like to gather flowers and lili",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,362,17,2026-02-04T04:17:43.872450,gemini_morables
morables_655,"A Soldier who already had one excellent horse bought another that was not nearly as good, yet he took more care of the new one than the first. Everyone wondered at this, since the new horse was neithe",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,220,17,2026-02-04T04:17:44.715363,gemini_morables
morables_423,"A seagull having bolted down too large a fish, burst its deep gullet-bag and lay down on the shore to die. A Kite saw him and exclaimed: 'You richly deserve your fate; for a bird of the air has no bus",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,198,17,2026-02-04T04:18:06.057936,gemini_morables
morables_145,"There were once some foxes who had gathered together on the banks of the River Meander looking for a drink of water. They urged one another to approach the river, but no one dared to get too close bec",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,333,17,2026-02-04T04:18:15.518283,gemini_morables
morables_251,"When the lion made himself king of the beasts, he wanted to be known for his fairness, so he gave up his old habits and contented himself with a limited diet just as the other animals did, committed t",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,476,17,2026-02-04T04:18:55.865690,gemini_morables
morables_579,"A man bought a partridge and let him run loose in the house since he liked the bird very much. The partridge immediately started squawking his usual song, sauntering through every room in the house un",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,304,17,2026-02-04T04:18:56.689027,gemini_morables
morables_39,"A fox climbing up over a fence was about to slip and fall, so she reached out and grabbed hold of a bramble bush but the brambles scratched the soft padding of the fox's paws. Stung by the sharp pain,",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,258,17,2026-02-04T04:19:04.471771,gemini_morables
morables_246,"A charcoal burner who lived in a certain house decided it would be a good idea to live together with a fuller who had moved in next door. But the fuller told him, 'How on earth would I be able to carr",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,183,17,2026-02-04T04:19:15.637210,gemini_morables
morables_446,"A robber had murdered someone along the road. When the bystanders began to chase him, he dropped the bloody corpse and ran away. Some travellers coming from the opposite direction asked the man how he",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,283,17,2026-02-04T04:19:31.921656,gemini_morables
morables_430,Some field-mice were playing in the woods where a lion was sleeping when one of the mice accidentally ran over the lion. The lion woke up and immediately grabbed the wretched little mouse with his paw,0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,337,17,2026-02-04T04:19:40.265915,gemini_morables
morables_56,"The Pigeons, terrified by the appearance of a Kite, called upon the Hawk to defend them. He at once consented. When they had admitted him into the cote, they found that he made more havoc and slew a l",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,209,17,2026-02-04T04:19:53.778381,gemini_morables
morables_394,"When Zeus had fashioned man and woman, he ordered Hermes to take them to Gaia, the Earth, and to show them how to obtain food by digging in the ground. At first, the Earth refused to cooperate in Herm",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,222,17,2026-02-04T04:20:01.578990,gemini_morables
morables_232,"A dog went into a butcher's shop and stole the heart of some animal. The butcher turned around and said to him, 'You haven't stolen my heart; indeed, I have taken heart from this lesson! So if you eve",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,200,17,2026-02-04T04:20:03.301394,gemini_morables
morables_498,"There was a bullock who had been turned loose in the fields without ever having borne the burden of the yoke. When he saw a hard-working bull who was pulling a plow, the bullock said to him, 'You poor",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,345,17,2026-02-04T04:20:21.105925,gemini_morables
morables_174,It is common to take Maltese dogs and pet monkeys on long sea voyages in order to relieve the boredom of the passage. A man who was planning to make such a voyage had brought his monkey along with him,0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,385,17,2026-02-04T04:20:41.594288,gemini_morables
morables_25,"A Certain House was overrun with Mice. A Cat, discovering this, made her way into it and began to catch and eat them one by one. Fearing for their lives, the Mice kept themselves close in their holes.",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,258,17,2026-02-04T04:21:02.697755,gemini_morables
morables_103,"A Traveler wearied from a long journey lay down, overcome with fatigue, on the very brink of a deep well. Just as he was about to fall into the water, Dame Fortune, it is said, appeared to him and wak",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,252,17,2026-02-04T04:21:04.545070,gemini_morables
morables_168,"When a man had made an axe, he asked the trees to give him a handle made of the hardest wood. The other trees selected the wood of the wild olive. The man took the handle and fitted it to his axe. The",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,255,17,2026-02-04T04:21:20.662812,gemini_morables
morables_527,"The crab's mother said to him, 'My son, why do you walk in a crooked line when you should be walking straight ahead?' The crab said to her, 'O mother, lead the way, and I will try to walk accordingly.",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,215,17,2026-02-04T04:21:21.591655,gemini_morables
morables_383,A wolf had assembled an immense store of booty in his den so that he could feast on all sorts of delicacies for months into the future. When the fox found out about this she paid a visit to the wolf a,0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,409,17,2026-02-04T04:21:29.161061,gemini_morables
morables_91,An Eagle swooped down upon a Serpent and seized it in his talons with the intention of carrying it off and devouring it. But the Serpent was too quick for him and had its coils round him in a moment; ,0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,288,17,2026-02-04T04:21:36.330368,gemini_morables
morables_29,"A Rich Man gave a great feast, to which he invited many friends and acquaintances. His Dog availed himself of the occasion to invite a stranger Dog, a friend of his, saying, My master gives a feast, a",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,380,17,2026-02-04T04:21:50.508410,gemini_morables
morables_707,"There was a certain miserly man who was dying and about to part with his enormous heap of money, ill-gotten as it was. He ordered that the bag of coins be brought to him as he was dying and then asked",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,276,17,2026-02-04T04:22:04.335449,gemini_morables
morables_252,A city mouse once happened to pay a visit to the house of a country mouse where he was served a humble meal of acorns. The city mouse finished his business in the country and by means of insistent inv,0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,402,17,2026-02-04T04:22:31.173844,gemini_morables
morables_200,"There was a beetle who came forth fully sated from his dung heap and saw an eagle flying high up in the air, crossing a great stretch of the sky in a brief stretch of time. The beetle then felt contem",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,430,17,2026-02-04T04:22:38.631317,gemini_morables
morables_258,"There was a certain greedy coward who found a lion of gold and said, 'I do not know how to act in such circumstances. This is driving me crazy! I can't decide what to do: my love of money and my innat",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,347,17,2026-02-04T04:22:46.979032,gemini_morables
morables_615,"At one time, it seemed to all the beasts that they should hold a meeting and assembly, as there were frequent complaints among them about one another. When opinions were exchanged back and forth, the ",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,267,17,2026-02-04T04:22:53.222998,gemini_morables
morables_429,There were two men travelling together: one was a liar and the other always told the truth. Their journey led them to the land of the monkeys. There was a whole crowd of monkeys there and one of them ,0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,503,17,2026-02-04T04:23:01.931161,gemini_morables
morables_495,"A man was in love with an ugly, wicked slave-woman from his own household and was quick to give her whatever she asked for. This slave-woman, bedecked with gold and trailing a delicate purple robe aro",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,315,17,2026-02-04T04:23:15.615994,gemini_morables
morables_134,A father had an unmanageable son who indulged his vicious adolescent temper by brutally whipping the slaves whenever his father wasn't looking. Aesop therefore shared this little story with the father,0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>5</confidence>",,A,True,5.0,very_low,2,0,0,307,15,2026-02-04T04:23:25.441550,gemini_morables
morables_170,"A wealthy Athenian was making a sea voyage with some companions. A terrible storm blew up and the ship capsized. All the other passengers started to swim, but the Athenian kept praying to Athena, maki",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,203,17,2026-02-04T04:23:26.834171,gemini_morables
morables_607,"A Frog and a Mouse, who had long been rivals for the sovereignty of a certain marsh, and had many a skirmish and running fight together, agreed one day to settle the matter, once for all, by a fair an",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,254,17,2026-02-04T04:23:29.184706,gemini_morables
morables_577,"A woman who had two daughters buried one of them, and mourners were provided to attend the funeral. The surviving daughter wondered to see strangers so much concerned at the loss of her sister, and he",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,236,17,2026-02-04T04:23:30.453879,gemini_morables
morables_601,"A wayfaring man, traveling in the desert, met a woman standing alone and terribly dejected. He inquired of her, 'Who art thou?' 'My name is Truth,' she replied. 'And for what cause,' he asked, 'have y",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,249,17,2026-02-04T04:23:32.861947,gemini_morables
morables_575,"A donkey and an ox had been yoked together to pull a single load. The ox was making a great effort, even though he had an injury to his horn, while the donkey was doing nothing to help. As the ox stru",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,303,17,2026-02-04T04:23:35.421814,gemini_morables
morables_471,"Man was made in such a hurry (according to the old fable) that Jupiter had forgotten to put modesty into the composition, among his other affections; and finding that there was no way of introducing i",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,257,17,2026-02-04T04:23:37.789243,gemini_morables
morables_380,"A fox and a monkey were travelling along the same road. They passed through a cemetery, and the monkey said to the fox, 'All these dead people were the freedmen of my ancestors.' The fox then said to ",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,227,17,2026-02-04T04:23:45.458736,gemini_morables
morables_34,"One Winter a Farmer found a Snake stiff and frozen with cold. He had compassion on it, and taking it up, placed it in his bosom. The Snake was quickly revived by the warmth, and resuming its natural i",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,222,17,2026-02-04T04:23:47.569891,gemini_morables
morables_209,"There was a dog living in the house of some blacksmiths. When the blacksmiths were working, the dog would go to sleep, but when they sat down to a meal he would wake up and approach his masters in a f",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,235,17,2026-02-04T04:23:50.898508,gemini_morables
morables_420,"One day the lion pretended to be sick and went limping up to the unicorn, his chief enemy. He greeted the unicorn and said to him, 'Let us put aside all that we have done in the past, because I am no ",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,488,17,2026-02-04T04:23:54.431078,gemini_morables
morables_691,"There was a Master-Pike, who for his size, beauty, and strength, was seen as the Prince of the River. But being the ruler of the freshwater wasn't enough for him; he wanted to rule the sea too. With t",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,243,17,2026-02-04T04:23:56.840981,gemini_morables
morables_469,Two soldiers happened to fall into the clutches of a robber: one of the soldiers ran away while the other stood his ground and defended himself with all the strength he could muster. As soon as the ro,0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,322,17,2026-02-04T04:23:59.404930,gemini_morables
morables_659,Practically all the birds were invited to the Eagle's wedding. They resented the fact that the Hoopoe had been given a higher seat of honor than the other birds because the Hoopoe was notable for its ,0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,215,17,2026-02-04T04:24:13.499082,gemini_morables
morables_405,"A hen came across the eggs of a snake and devoted herself to them, settling atop the eggs and brooding on them. A swallow saw what the hen was doing and said, 'O you stupid, senseless creature! They w",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,213,17,2026-02-04T04:24:14.480484,gemini_morables
morables_419,"A man caught a jackdaw and tied the bird's foot with a piece of string so that he could give the bird to his children as a present. The jackdaw, however, could not stand to live in human society, so w",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,274,17,2026-02-04T04:24:15.738338,gemini_morables
morables_639,"Once, a terrible storm blew at sea, and one sailor noticed that the rest of his companions were each praying to different saints. 'Be careful, my friends,' he said, 'what if we all drown before the me",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,214,17,2026-02-04T04:24:17.126717,gemini_morables
morables_444,"A snake and a weasel were fighting with one another inside a house. The mice who lived in the house were always being hunted down by either the snake or the weasel, so when they saw the snake and the ",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,230,17,2026-02-04T04:24:18.005633,gemini_morables
morables_658,"A Goldfinch escaped from his Master's Cage, and the Master tried to get him back, but the bird refused to return. 'Well!' said the Boy, 'you'll regret it, because you'll never be as well cared for any",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,220,17,2026-02-04T04:24:20.579651,gemini_morables
morables_638,"A donkey was complaining that he lacked horns, while a monkey was complaining that she lacked a tail. The mole said to them, 'Silence your complaining, since you can see that I am deprived of eyes.'",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,203,17,2026-02-04T04:24:24.265183,gemini_morables
morables_42,"A Fox invited a Crane to supper and provided nothing for his entertainment but some soup made of pulse, which was poured out into a broad flat stone dish. The soup fell out of the long bill of the Cra",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,262,17,2026-02-04T04:24:26.898733,gemini_morables
morables_72,"A Man had a Wife who made herself hated by all the members of his household. Wishing to find out if she had the same effect on the persons in her father's house, he made some excuse to send her home o",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,264,17,2026-02-04T04:24:28.846598,gemini_morables
morables_693,"The coachman, hearing one of the wheels of his coach creak, was surprised; but more especially when he perceived that it was the worst wheel of the whole set, and which he thought had but little prete",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,184,17,2026-02-04T04:24:30.253161,gemini_morables
morables_612,"There was a woman of Sybaris who broke a jar. The jar then got someone to testify as a witness, but the woman of Sybaris said, 'I swear by the Maiden, you would have been far wiser if you'd gone right",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,199,17,2026-02-04T04:24:36.745143,gemini_morables
morables_506,"The dolphins and Whales waged a fierce war with each other. When the battle was at its height, a Sprat lifted its head out of the waves and said that he would reconcile their differences if they would",0,A,0,minimal,gemini-3-flash,0,"<answer>C</answer>
<confidence>100</confidence>",,C,False,100.0,very_high,2,0,0,203,17,2026-02-04T04:24:44.858428,gemini_morables
morables_74,"A Man and a Satyr once drank together in token of a bond of alliance being formed between them. One very cold wintry day, as they talked, the Man put his fingers to his mouth and blew on them. When th",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,312,17,2026-02-04T04:24:47.673677,gemini_morables
morables_173,"Socrates had erected for himself a very modest house - and I myself would even be willing to die as Socrates died if I could achieve an equal fame, yes, I would be willing to suffer the same public di",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,240,17,2026-02-04T04:24:49.457916,gemini_morables
morables_122,"The lion often found fault with the way he had been designed by Prometheus. Admittedly, Prometheus had made the lion very large and handsome, supplying him with sharp fangs in his jaw and arming him w",0,A,0,minimal,gemini-3-flash,0,"<answer>A</answer>
<confidence>100</confidence>",,A,True,100.0,very_high,2,0,0,437,17,2026-02-04T04:24:52.020006,gemini_morables
